Software Analysis and Modelling,Database Systems,Communication and Business Skills for IT,Software Engineering Principles,Software Design and Programming,Discrete Structures
Object Oriented Programming,Software Verification and Validation,Data Structures and Algorithms,Software Project Management,Interactive System Design,Web Application Development,Industrial Training
3D Game using Unity,ERD Diagrams and Flowcharts,Supermarket System using C++
Mobile Application using Android Studio,Website from scratch using HTML and JavaScript,Supermarket System using UI and JavaSwing concepts
